MLBAMID,PlayerId,Name,Team,Age,Season,TBF,K%
674072,26285,Tommy Henry,ARI,25,2023,381,0.167979
677960,23796,Ryan Weathers,- - -,23,2023,257,0.16731518
669461,22294,Matthew Liberatore,STL,23,2023,275,0.16727273
675540,25595,Xzavion Curry,CLE,24,2023,404,0.16584158
641771,14975,Chad Kuhl,WSN,30,2023,187,0.1657754
571863,13420,Matt Koch,COL,32,2023,163,0.16564417
605513,16207,Spencer Turnbull,DET,30,2023,145,0.16551724
657756,19695,Connor Seabold,COL,27,2023,408,0.16421569
664192,19320,Joey Lucchesi,NYM,30,2023,195,0.16410256
664353,18413,José Urquidy,HOU,28,2023,275,0.16363636
425844,1943,Zack Greinke,KCR,39,2023,593,0.16357504
446372,2429,Corey Kluber,BOS,37,2023,257,0.16342412
696136,30094,Jordan Wicks,CHC,23,2023,147,0.16326531
598286,12575,Nick Ramirez,NYY,33,2023,172,0.1627907
669438,22288,Mason Englert,DET,23,2023,253,0.16205534
489119,8779,Wade Miley,MIL,36,2023,490,0.16122449
543294,12049,Kyle Hendricks,CHC,33,2023,578,0.16089965
669674,25379,Sam Long,OAK,27,2023,199,0.16080402
543475,7593,Jordan Lyles,KCR,32,2023,748,0.16042781
571945,9803,Miles Mikolas,STL,34,2023,860,0.15930233
623167,13896,Chris Flexen,- - -,28,2023,466,0.15879828
471911,6632,Carlos Carrasco,NYM,36,2023,417,0.15827338
666159,20369,Matt Manning,DET,25,2023,316,0.15822785
594835,15467,Marco Gonzales,SEA,31,2023,215,0.15813953
592229,14825,Dylan Covey,- - -,31,2023,191,0.15706806
571578,9323,Patrick Corbin,WSN,33,2023,790,0.15696203
541640,10314,Erasmo Ramírez,- - -,33,2023,274,0.15693431
669194,26253,Ryne Nelson,ARI,25,2023,619,0.15508885
669947,19205,Jesse Scholtens,CHW,29,2023,377,0.15384615
682990,25977,Quinn Priester,PIT,22,2023,234,0.15384615
643493,15290,Austin Pruitt,OAK,33,2023,196,0.15306122
527048,6902,Martín Pérez,TEX,32,2023,608,0.15296053
663738,21537,Daniel Lynch IV,KCR,26,2023,223,0.15246637
666205,20167,Kyle Muller,OAK,25,2023,372,0.15053763
518397,10591,Scott Alexander,SFG,33,2023,208,0.14903846
682847,27646,Luis L. Ortiz,PIT,24,2023,400,0.1475
641745,15734,Brad Keller,KCR,27,2023,211,0.14691943
572971,9434,Dallas Keuchel,MIN,35,2023,172,0.14534884
694813,27792,Gavin Stone,LAD,24,2023,152,0.14473684
630023,16401,Yonny Chirinos,- - -,29,2023,367,0.14441417
596295,16561,Austin Gomber,COL,29,2023,603,0.14427861
592789,11762,Noah Syndergaard,- - -,30,2023,391,0.14322251
570632,11589,José Ureña,- - -,31,2023,203,0.14285714
669467,26108,Andre Pallante,STL,24,2023,302,0.14238411
621389,14361,Ty Blach,COL,32,2023,352,0.14204545
607536,16256,Kyle Freeland,COL,30,2023,677,0.13884786
683769,25636,Hunter Gaddis,CLE,25,2023,182,0.13186813
663765,18674,Jake Woodford,STL,26,2023,222,0.13063063
615698,19312,Cal Quantrill,CLE,28,2023,444,0.13063063
694363,27472,Jared Shuster,ATL,24,2023,230,0.13043478
657612,16814,Tim Hill,SDP,33,2023,202,0.12871287
667463,22051,John King,- - -,28,2023,157,0.12738854
641712,19206,Dakota Hudson,STL,28,2023,354,0.12711864
542947,7803,Richard Bleier,BOS,36,2023,132,0.12121212
425794,2233,Adam Wainwright,STL,41,2023,484,0.11363636
676596,20418,Josh Fleming,TBR,27,2023,221,0.11312217
666154,27488,Karl Kauffmann,COL,25,2023,158,0.10126582
689266,29928,Dylan Dodd,ATL,25,2023,164,0.09146341
621242,14710,Edwin Díaz,NYM,28,2022,235,0.50212766
594798,10954,Jacob deGrom,NYM,34,2022,239,0.42677824
642207,15816,Devin Williams,MIL,27,2022,240,0.4
664854,18138,Ryan Helsley,STL,27,2022,239,0.39330544
675916,20151,James Karinchak,CLE,26,2022,160,0.3875
662253,20373,Andrés Muñoz,SEA,23,2022,248,0.38709677
675911,27498,Spencer Strider,ATL,23,2022,528,0.38257576
621237,17780,José Alvarado,PHI,27,2022,214,0.37850467
623352,14212,Josh Hader,- - -,28,2022,219,0.36986301
521230,3548,Liam Hendriks,CHW,33,2022,235,0.36170213
519151,7005,Ryan Pressly,HOU,33,2022,182,0.35714286
571760,15423,Andrew Heaney,LAD,31,2022,310,0.35483871
650556,16609,Bryan Abreu,HOU,25,2022,248,0.35483871
681911,25007,Alex Vesia,LAD,26,2022,227,0.34801762
642585,20666,Félix Bautista,BAL,27,2022,253,0.34782609
621345,18655,A.J. Minter,ATL,28,2022,271,0.34686347
657024,16587,Erik Swanson,SEA,28,2022,206,0.33980583
571479,10657,Andrew Bellatti,PHI,30,2022,230,0.33913043
661395,21029,Jhoan Duran,MIN,24,2022,266,0.33458647
607074,16137,Carlos Rodón,SFG,29,2022,710,0.33380282
641729,15761,Joe Jiménez,DET,27,2022,231,0.33333333
660271,19755,Shohei Ohtani,LAA,27,2022,660,0.33181818
667427,19493,Zach Jackson,OAK,27,2022,202,0.33168317
650633,19853,Michael King,NYY,27,2022,199,0.33165829
664299,17606,Cristian Javier,HOU,25,2022,585,0.33162393
623465,17734,Evan Phillips,LAD,27,2022,233,0.3304721
663558,20422,Jovani Moran,MIN,25,2022,164,0.32926829
455119,11847,Chris Martin,- - -,36,2022,225,0.32888889
670280,19569,David Bednar,PIT,27,2022,210,0.32857143
445276,3096,Kenley Jansen,ATL,34,2022,260,0.32692308
573204,10078,Caleb Thielbar,MIN,35,2022,245,0.32653061
664747,21132,Alexis Díaz,CIN,25,2022,255,0.3254902
543037,13125,Gerrit Cole,NYY,31,2022,793,0.32408575
605483,13543,Blake Snell,SDP,29,2022,535,0.31962617
663158,30115,Robert Suarez,SDP,31,2022,191,0.31937173
628452,17130,Raisel Iglesias,- - -,32,2022,246,0.31707317
592094,11861,Jason Adam,TBR,30,2022,237,0.3164557
523260,9761,Joe Kelly,CHW,34,2022,170,0.31176471
656945,17586,Tanner Scott,MIA,27,2022,289,0.31141869
606149,14986,Giovanny Gallegos,STL,30,2022,235,0.3106383
676760,23488,Ron Marinaccio,NYY,26,2022,181,0.30939227
668881,22182,Hunter Greene,CIN,22,2022,531,0.30885122
650671,19200,José Quijada,LAA,26,2022,169,0.30769231
663986,19932,Trevor Stephan,CLE,26,2022,267,0.3071161
502085,8241,David Robertson,- - -,37,2022,264,0.30681818
573124,13449,Taylor Rogers,- - -,31,2022,274,0.30656934
641941,14771,Emilio Pagán,MIN,31,2022,274,0.30656934
605540,16162,Brandon Woodruff,MIL,29,2022,620,0.30645161
493603,1247,Adam Ottavino,NYM,36,2022,258,0.30620155
453286,3137,Max Scherzer,NYM,37,2022,565,0.30619469
669203,19361,Corbin Burnes,MIL,27,2022,797,0.30489335
656302,18525,Dylan Cease,CHW,26,2022,747,0.3038822
456713,1246,Matt Bush,- - -,36,2022,244,0.30327869
663556,21483,Shane McClanahan,TBR,25,2022,641,0.30265211
656638,19883,Alex Lange,DET,26,2022,271,0.30258303
659275,17186,Dinelson Lamet,- - -,29,2022,149,0.30201342
593576,11804,Héctor Neris,HOU,33,2022,263,0.30038023
664139,17871,Ian Gibaut,- - -,28,2022,160,0.3
666200,19959,Jesús Luzardo,MIA,24,2022,400,0.3
623149,13892,Paul Sewald,SEA,32,2022,242,0.29752066
666157,26378,Nick Lodolo,CIN,24,2022,441,0.29705215
622554,19249,Seranthony Domínguez,PHI,27,2022,207,0.29468599
656529,18548,Sam Hentges,CLE,25,2022,245,0.29387755
518617,5003,Jake Diekman,- - -,35,2022,269,0.2936803
669276,19996,Dylan Lee,ATL,27,2022,201,0.29353234
670036,19330,Matt Festa,SEA,29,2022,219,0.29223744
670950,19309,Trevor Richards,TOR,29,2022,281,0.29181495
605400,16149,Aaron Nola,PHI,29,2022,807,0.29120198
667297,19178,Tommy Nance,MIA,31,2022,196,0.29081633
670167,20020,John Schreiber,BOS,28,2022,257,0.28793774
640451,15507,Hunter Harvey,WSN,27,2022,157,0.2866242
595345,13580,Steven Okert,MIA,30,2022,221,0.28506787
676714,23460,Brandon Hughes,CHC,26,2022,239,0.28451883
661403,21032,Emmanuel Clase,CLE,24,2022,271,0.28413284
660853,18403,Enyel De Los Santos,CLE,26,2022,215,0.28372093
623211,6107,Huascar Brazobán,MIA,32,2022,141,0.28368794
622098,17755,Drew Smith,NYM,28,2022,187,0.28342246
605447,16122,Jordan Romano,TOR,29,2022,258,0.28294574
592332,14107,Kevin Gausman,TOR,31,2022,725,0.28275862
453268,7115,Daniel Bard,COL,37,2022,245,0.28163265
450203,4676,Charlie Morton,ATL,38,2022,728,0.28159341
663432,17610,Tanner Rainey,WSN,29,2022,128,0.28125
669212,20203,Eli Morgan,CLE,26,2022,256,0.28125
656222,17192,Jalen Beeks,TBR,28,2022,250,0.28
666808,21992,Camilo Doval,SFG,24,2022,286,0.27972028
682171,25174,Penn Murfee,SEA,28,2022,272,0.27941176
666374,25756,Matt Brash,SEA,24,2022,222,0.27927928
548384,10061,Brooks Raley,TBR,34,2022,219,0.27853881
477132,2036,Clayton Kershaw,LAD,34,2022,493,0.27789047
434378,8700,Justin Verlander,HOU,39,2022,666,0.27777778
656849,20302,David Peterson,NYM,26,2022,454,0.27753304
518886,6655,Craig Kimbrel,LAD,34,2022,260,0.27692308
592773,15947,Ryne Stanek,HOU,30,2022,224,0.27678571
622663,15890,Luis Severino,NYY,28,2022,405,0.27654321
543521,7531,Collin McHugh,ATL,35,2022,272,0.27573529
605177,12988,Andrew Chafin,DET,32,2022,243,0.27572016
656271,17968,Brock Burke,TEX,25,2022,328,0.27439024
592662,11486,Robbie Ray,SEA,30,2022,775,0.27354839
579328,20633,Yusei Kikuchi,TOR,31,2022,454,0.27312775
571710,10430,Mychal Givens,- - -,32,2022,260,0.27307692
519043,1890,Matt Moore,TEX,33,2022,304,0.27302632
600917,14524,José Leclerc,TEX,28,2022,198,0.27272727
622491,15689,Luis Castillo,- - -,29,2022,615,0.27154472
571656,14814,Buck Farmer,CIN,31,2022,199,0.27135678
642547,18679,Freddy Peralta,MIL,26,2022,317,0.27129338
641360,18519,Phil Bickford,LAD,26,2022,247,0.27125506
664123,18384,Scott Effross,- - -,28,2022,229,0.27074236
640462,19343,A.J. Puk,OAK,27,2022,281,0.27046263
606160,12760,Rafael Montero,HOU,31,2022,270,0.27037037
657265,21367,Peter Strzelecki,MIL,27,2022,148,0.27027027
621381,13799,Matt Strahm,BOS,30,2022,193,0.26943005
643377,20253,Griffin Jax,MIN,27,2022,290,0.26896552
668678,19291,Zac Gallen,ARI,26,2022,714,0.26890756
547973,10233,Aroldis Chapman,NYY,34,2022,160,0.26875
554430,10310,Zack Wheeler,PHI,32,2022,607,0.26853377
642152,15043,Lou Trivino,- - -,30,2022,250,0.268
641401,21205,Connor Brogdon,PHI,27,2022,188,0.26595745
605130,14993,Scott Barlow,KCR,29,2022,290,0.26551724
542914,7982,Anthony Bass,- - -,34,2022,275,0.26545455
676879,23550,Aaron Ashby,MIL,24,2022,475,0.26526316
641482,17874,Nestor Cortes,NYY,27,2022,615,0.26504065
596057,13475,Daniel Norris,- - -,29,2022,250,0.264
570257,11487,Joely Rodríguez,NYM,30,2022,216,0.26388889
676477,20191,Garrett Whitlock,BOS,26,2022,311,0.26366559
472610,6984,Luis García,SDP,35,2022,259,0.26254826
686752,26221,Ryan Pepiot,LAD,24,2022,160,0.2625
605488,17677,Jeffrey Springs,TBR,29,2022,549,0.26229508
656458,21290,Lucas Gilbreath,COL,26,2022,187,0.26203209
621363,19403,Colin Poche,TBR,28,2022,245,0.26122449
640448,15009,Kyle Finnegan,WSN,30,2022,268,0.26119403
641329,19804,Bryan Baker,BAL,27,2022,291,0.26116838
571927,13361,Steven Matz,STL,31,2022,207,0.26086957
657571,19349,Caleb Ferguson,LAD,25,2022,142,0.26056338
664208,18064,Phil Maton,HOU,29,2022,281,0.25978648
643410,15551,Mark Leiter Jr.,CHC,31,2022,282,0.25886525
518553,6483,Steve Cishek,WSN,36,2022,287,0.25783972
665795,21690,Edward Cabrera,MIA,24,2022,291,0.25773196
592351,14916,Jon Gray,TEX,30,2022,521,0.2571977
614179,14552,José Ruiz,CHW,27,2022,265,0.25660377
621121,14120,Lance McCullers Jr.,HOU,28,2022,195,0.25641026
663474,18000,Triston McKenzie,CLE,24,2022,741,0.25641026
506433,13074,Yu Darvish,SDP,35,2022,771,0.25551232
642121,15256,Cole Sulser,MIA,32,2022,149,0.25503356
656731,21318,Tylor Megill,NYM,26,2022,200,0.255
681806,24933,Andrew Wantz,LAA,26,2022,204,0.25490196
502202,10133,Brad Boxberger,MIL,34,2022,268,0.25373134
607625,12447,Seth Lugo,NYM,32,2022,272,0.25367647
608337,15474,Lucas Giolito,CHW,27,2022,698,0.25358166
445926,5448,Jesse Chavez,- - -,38,2022,292,0.25342466
664875,17639,Justin Lawrence,COL,27,2022,191,0.2513089
573009,14857,Joe Mantiply,ARI,31,2022,243,0.25102881
641816,16358,Tyler Mahle,- - -,27,2022,503,0.25049702
669456,19427,Shane Bieber,CLE,27,2022,791,0.25031606
605280,13649,Clay Holmes,NYY,29,2022,260,0.25
607237,14375,Amir Garrett,KCR,30,2022,196,0.25
656730,17722,Trevor Megill,MIN,28,2022,196,0.25
657746,21390,Joe Ryan,MIN,26,2022,604,0.25
669713,27581,Hayden Wesneski,CHC,24,2022,132,0.25
519293,8048,Will Smith,- - -,32,2022,261,0.24904215
605397,12970,Joe Musgrove,SDP,29,2022,740,0.24864865
625643,16400,Reynaldo López,CHW,28,2022,254,0.2480315
621051,20353,Steven Wilson,SDP,27,2022,214,0.24766355
607179,13190,Jordan Weems,WSN,29,2022,166,0.24698795
657006,17312,Justin Steele,CHC,26,2022,512,0.24609375
594580,14874,Sam Moll,OAK,30,2022,187,0.2459893
669395,22276,Dylan Coleman,KCR,25,2022,289,0.24567474
669923,25436,George Kirby,SEA,24,2022,542,0.24538745
542888,12857,Shawn Armstrong,- - -,31,2022,269,0.24535316
669373,22267,Tarik Skubal,DET,25,2022,477,0.24528302
661527,21045,Seth Martinez,HOU,27,2022,155,0.24516129
622075,15068,Yency Almonte,LAD,28,2022,135,0.24444444
622251,18335,Josh Staumont,KCR,28,2022,176,0.24431818
677651,23735,Luis Garcia,HOU,25,2022,643,0.24416796
664294,21101,Dauri Moreta,CIN,26,2022,160,0.24375
518489,5615,Ryan Brasier,BOS,34,2022,263,0.24334601
656354,17117,Austin Davis,- - -,29,2022,264,0.24242424
605521,18251,Art Warren,CIN,29,2022,165,0.24242424
458681,2520,Lance Lynn,CHW,35,2022,512,0.2421875
605347,14527,Jorge López,- - -,29,2022,298,0.24161074
663903,25377,Brady Singer,KCR,25,2022,621,0.24154589
666129,21844,Braxton Garrett,MIA,24,2022,373,0.24128686
628711,14765,Julio Urías,LAD,25,2022,689,0.24092888
650644,19479,Aaron Civale,CLE,27,2022,407,0.24078624
544365,5365,Manny Bañuelos,- - -,31,2022,175,0.24
543243,12768,Sonny Gray,MIN,32,2022,488,0.2397541
663855,19618,Jordan Hicks,STL,25,2022,263,0.23954373
502171,6562,Alex Cobb,SFG,34,2022,631,0.23930269
476595,8337,Lucas Luetge,NYY,35,2022,251,0.23904382
664062,19388,Tony Gonsolin,LAD,28,2022,498,0.23895582
650895,17496,Diego Castillo,SEA,28,2022,222,0.23873874
641778,19316,Eric Lauer,MIL,27,2022,661,0.23751891
657376,19899,Clarke Schmidt,NYY,26,2022,236,0.23728814
680686,24580,Josiah Gray,WSN,24,2022,649,0.23728814
598287,12800,Noé Ramirez,ARI,32,2022,215,0.2372093
623474,17556,Jimmy Herget,LAA,28,2022,266,0.23684211
663776,19447,Patrick Sandoval,LAA,25,2022,638,0.23667712
641627,15046,Trevor Gott,MIL,29,2022,186,0.23655914
664199,17611,Taylor Clarke,KCR,29,2022,203,0.2364532
641154,17085,Pablo López,MIA,26,2022,736,0.23641304
622072,13781,Alex Wood,SFG,31,2022,555,0.23603604
606625,14966,Reyes Moronta,- - -,29,2022,161,0.23602484
657140,19665,Kyle Wright,ATL,26,2022,738,0.23577236
471911,6632,Carlos Carrasco,NYM,35,2022,645,0.23565891
475479,6316,David Phelps,TOR,35,2022,272,0.23529412
571948,13346,Hoby Milner,MIL,31,2022,272,0.23529412
644364,15915,Víctor Arano,WSN,27,2022,187,0.23529412
664161,19705,Matt Swarmer,CHC,28,2022,153,0.23529412
672335,19614,Cionel Pérez,BAL,26,2022,234,0.23504274
554340,12095,Yimi García,TOR,31,2022,247,0.23481781
592858,14646,Rowan Wick,CHC,29,2022,294,0.23469388
664285,17295,Framber Valdez,HOU,28,2022,827,0.23458283
666204,21170,Dany Jiménez,OAK,28,2022,145,0.23448276
608678,13763,Dominic Leone,SFG,30,2022,222,0.23423423
669211,19362,Keegan Akin,BAL,27,2022,329,0.23404255
645261,18684,Sandy Alcantara,MIA,26,2022,886,0.23363431
593423,14309,Frankie Montas,- - -,29,2022,608,0.23355263
665621,20430,Rony García,DET,24,2022,206,0.23300971
669022,22201,MacKenzie Gore,SDP,23,2022,309,0.23300971
640455,15873,Sean Manaea,SDP,30,2022,671,0.23248882
622503,17732,Nabil Crismatt,SDP,27,2022,280,0.23214286
608331,13743,Max Fried,ATL,28,2022,733,0.2319236
676684,19769,Will Vest,DET,27,2022,272,0.23161765
608665,15514,Kendall Graveman,CHW,31,2022,285,0.23157895
676710,20531,Kutter Crawford,BOS,26,2022,334,0.23053892
608032,14542,Carlos Estévez,COL,29,2022,235,0.22978723
666201,26410,Alek Manoah,TOR,24,2022,786,0.22900763
656546,17432,Jeff Hoffman,CIN,29,2022,197,0.2284264
669160,19716,Dustin May,LAD,24,2022,127,0.22834646
642397,19677,Gregory Soto,DET,27,2022,263,0.22813688
641835,15042,Tim Mayza,TOR,30,2022,193,0.22797927
680704,20517,Nick Sandlin,CLE,25,2022,180,0.22777778
664141,17578,JT Brubaker,PIT,28,2022,646,0.22755418
669302,22250,Logan Gilbert,SEA,25,2022,766,0.22715405
656557,19879,Tanner Houck,BOS,26,2022,247,0.22672065
601713,15454,Nick Pivetta,BOS,29,2022,773,0.22639069
672282,27468,Reid Detmers,LAA,22,2022,539,0.22634508
686610,27681,Ken Waldichuk,OAK,24,2022,146,0.2260274
592866,16977,Trevor Williams,NYM,30,2022,372,0.22580645
621383,16990,Tanner Banks,CHW,30,2022,217,0.22580645
656793,20153,Nick Nelson,PHI,26,2022,306,0.2254902
641927,21224,Bailey Ober,MIN,26,2022,227,0.2246696
605135,12304,Chris Bassitt,NYM,33,2022,745,0.22416107
543135,9132,Nathan Eovaldi,BOS,32,2022,460,0.22391304
670912,22487,Johan Oviedo,- - -,24,2022,242,0.2231405
661383,21025,Oliver Ortega,LAA,25,2022,148,0.22297297
660761,19911,José Suarez,LAA,24,2022,462,0.22294372
624522,19795,Keegan Thompson,CHC,27,2022,485,0.22268041
596112,13594,Robert Stephenson,- - -,29,2022,247,0.22267206
669432,22286,Trevor Rogers,MIA,24,2022,477,0.22222222
456034,3184,David Price,LAD,36,2022,167,0.22155689
605242,13218,Michael Fulmer,- - -,29,2022,276,0.22101449
656061,17485,Albert Abreu,- - -,26,2022,172,0.22093023
669424,19541,Jimmy Lambert,CHW,27,2022,204,0.22058824
518876,11156,Merrill Kelly,ARI,33,2022,804,0.22014925
621249,14677,Duane Underwood Jr.,PIT,27,2022,259,0.22007722
676050,23292,Packy Naughton,STL,26,2022,141,0.21985816
669270,19995,Joel Kuhnel,CIN,27,2022,255,0.21960784
605218,13607,Carl Edwards Jr.,WSN,30,2022,256,0.21875
596133,16918,Luke Weaver,- - -,28,2022,174,0.2183908
621074,19454,Michael Rucker,CHC,28,2022,229,0.21834061
660813,20367,Brusdar Graterol,LAD,23,2022,197,0.21827411
656756,16511,Jordan Montgomery,- - -,29,2022,724,0.21823204
571670,13394,Dylan Floro,MIA,31,2022,220,0.21818182
680694,24586,Kyle Bradish,BAL,25,2022,509,0.21807466
642758,17092,Domingo Acevedo,OAK,28,2022,266,0.21804511
666721,21956,Max Castillo,- - -,23,2022,170,0.21764706
641582,19647,Matt Foster,CHW,27,2022,193,0.21761658
592826,11189,Vince Velasquez,CHW,30,2022,319,0.21630094
621368,18325,Taylor Hearn,TEX,27,2022,449,0.21603563
622694,16933,Elieser Hernández,MIA,27,2022,278,0.21582734
605194,13654,Jharel Cotton,- - -,30,2022,181,0.21546961
657044,16647,Ryan Thompson,TBR,30,2022,181,0.21546961
592761,14875,Caleb Smith,ARI,30,2022,302,0.21523179
608717,13761,Chris Stratton,- - -,31,2022,279,0.21505376
656876,25385,Drew Rasmussen,TBR,26,2022,584,0.2140411
656629,17282,Michael Kopech,CHW,26,2022,494,0.21255061
607259,12730,Nick Martinez,SDP,31,2022,448,0.21205357
663559,20070,Bailey Falter,PHI,25,2022,349,0.21203438
642701,17878,Dennis Santana,TEX,26,2022,255,0.21176471
621111,19374,Walker Buehler,LAD,27,2022,274,0.21167883
608349,15010,Corey Knebel,PHI,30,2022,194,0.21134021
519326,7836,Hunter Strickland,CIN,33,2022,284,0.21126761
608648,13758,Tyler Duffey,MIN,31,2022,185,0.21081081
672710,22810,Roansy Contreras,PIT,22,2022,408,0.21078431
593974,14295,Wandy Peralta,NYY,30,2022,223,0.21076233
573186,13431,Marcus Stroman,CHC,31,2022,569,0.20913884
676265,20277,Cory Abbott,WSN,26,2022,216,0.20833333
621107,13774,Zach Eflin,PHI,28,2022,313,0.20766773
592791,11674,Jameson Taillon,NYY,30,2022,728,0.20741758
606424,18282,Jarlín García,SFG,29,2022,270,0.20740741
448179,4806,Rich Hill,BOS,42,2022,526,0.20722433
657277,17995,Logan Webb,SFG,25,2022,787,0.20711563
548389,13273,Ross Stripling,TOR,32,2022,536,0.20708955
693821,27779,Bryce Elder,ATL,23,2022,227,0.20704846
547179,14843,Michael Lorenzen,LAA,30,2022,411,0.20681265
642546,17464,Jonathan Hernández,TEX,25,2022,131,0.20610687
527048,6902,Martín Pérez,TEX,31,2022,821,0.20584653
628708,14416,Yunior Marte,SFG,27,2022,214,0.20560748
622253,17796,Dillon Tate,BAL,28,2022,292,0.20547945
641793,15823,Zack Littell,SFG,26,2022,190,0.20526316
678394,23920,Brayan Bello,BOS,23,2022,268,0.20522388
596001,13619,Jakob Junis,SFG,29,2022,478,0.20502092
640444,19800,Wil Crowe,PIT,27,2022,332,0.20481928
661309,21023,Adrián Martínez,OAK,25,2022,259,0.2046332
641540,19409,Dane Dunning,TEX,27,2022,671,0.20417288
608723,15047,Austin Voth,- - -,30,2022,442,0.20361991
592767,11760,Drew Smyly,CHC,33,2022,447,0.20357942
592836,11836,Taijuan Walker,NYM,29,2022,649,0.20338983
663738,21537,Daniel Lynch IV,KCR,25,2022,600,0.20333333
572193,10291,Ryan Tepera,LAA,34,2022,232,0.20258621
608379,14078,Michael Wacha,BOS,30,2022,515,0.20194175
594577,15451,Mike Mayers,LAA,30,2022,223,0.20179372
500779,11423,Jose Quintana,- - -,33,2022,679,0.2017673
446372,2429,Corey Kluber,TBR,36,2022,689,0.20174165
608328,15036,Chase De Jong,PIT,28,2022,293,0.20136519
544727,5114,Jeurys Familia,- - -,32,2022,204,0.20098039
656605,17594,Mitch Keller,PIT,26,2022,687,0.20087336
502043,10123,Kyle Gibson,PHI,34,2022,718,0.2005571
571901,10343,Aaron Loup,LAA,34,2022,260,0.2
623451,14420,Jackson Stephens,ATL,28,2022,235,0.2
666214,19962,Joey Wentz,DET,24,2022,135,0.2
543766,8110,Bryan Shaw,CLE,34,2022,261,0.19923372
656234,21267,Jake Bird,COL,26,2022,211,0.19905213
605538,12804,Matt Wisler,TBR,29,2022,176,0.19886364
669459,20515,Kyle Nelson,ARI,25,2022,151,0.1986755
670970,20039,Adrian Morejon,SDP,23,2022,141,0.19858156
668868,25918,Zack Thompson,STL,24,2022,136,0.19852941
643256,15288,Adam Cimber,TOR,31,2022,293,0.19795222
621244,14168,José Berríos,TOR,28,2022,753,0.19787517
489334,7274,Craig Stammen,SDP,38,2022,177,0.19774011
650911,20778,Cristopher Sánchez,PHI,25,2022,177,0.19774011
656427,17479,Jack Flaherty,STL,26,2022,167,0.19760479
664353,18413,José Urquidy,HOU,27,2022,681,0.19676946
666120,19951,Ian Anderson,ATL,24,2022,493,0.19675456
663372,21446,Ryan Feltner,COL,25,2022,428,0.19626168
663423,17948,Trent Thornton,TOR,28,2022,189,0.1957672
554431,10058,Tyler Matzek,ATL,31,2022,184,0.19565217
542881,12880,Tyler Anderson,LAD,32,2022,707,0.19519095
624133,17277,Ranger Suárez,PHI,26,2022,662,0.19486405
608718,13942,Brent Suter,MIL,32,2022,272,0.19485294
593334,17149,Domingo Germán,NYY,29,2022,298,0.19463087
572070,9784,Garrett Richards,TEX,34,2022,185,0.19459459
663455,21453,Konnor Pilkington,CLE,24,2022,258,0.19379845
598264,12863,Matt Barnes,BOS,32,2022,176,0.19318182
663485,21461,Cole Sands,MIN,24,2022,145,0.19310345
608566,15038,Germán Márquez,COL,27,2022,779,0.19255456
502042,6345,Chris Archer,MIN,33,2022,437,0.19221968
543272,9111,Brad Hand,PHI,32,2022,198,0.19191919
669618,22296,Joe Barlow,TEX,26,2022,146,0.19178082
670990,19444,Yohan Ramírez,- - -,27,2022,167,0.19161677
621112,14739,Paul Blackburn,OAK,28,2022,467,0.19057816
503449,7738,Wily Peralta,DET,33,2022,168,0.19047619
571945,9803,Miles Mikolas,STL,33,2022,805,0.19006211
543606,6397,Jake Odorizzi,- - -,32,2022,453,0.18984547
453178,6986,Ian Kennedy,ARI,37,2022,232,0.18965517
502179,8246,Paolo Espino,WSN,35,2022,487,0.1889117
621016,17701,Jose Cuas,KCR,28,2022,180,0.18888889
656685,17369,Brett Martin,TEX,27,2022,212,0.18867925
605182,12808,Mike Clevinger,SDP,31,2022,485,0.18762887
605154,12777,John Brebbia,SFG,32,2022,288,0.1875
663460,21455,Kris Bubic,KCR,24,2022,587,0.18739353
543475,7593,Jordan Lyles,BAL,31,2022,774,0.18604651
543294,12049,Kyle Hendricks,CHC,32,2022,356,0.18539326
641501,15126,Tyler Danish,BOS,27,2022,173,0.1849711
607216,13707,Joey Krehbiel,BAL,29,2022,244,0.18442623
593958,13164,Eduardo Rodriguez,DET,29,2022,391,0.18414322
665665,19754,Reiver Sanmartin,CIN,26,2022,256,0.18359375
666159,20369,Matt Manning,DET,24,2022,263,0.18250951
669674,25379,Sam Long,SFG,26,2022,181,0.18232044
657248,21366,Glenn Otto,TEX,26,2022,587,0.18228279
642528,19753,Jonathan Loáisiga,NYY,27,2022,203,0.18226601
617228,27515,Hirokazu Sawamura,BOS,34,2022,221,0.18099548
665871,21741,Javier Assad,CHC,24,2022,166,0.18072289
656412,19874,Alex Faedo,DET,26,2022,244,0.18032787
669330,20000,Tyler Wells,BAL,27,2022,423,0.17966903
596295,16561,Austin Gomber,COL,28,2022,529,0.17958412
571578,9323,Patrick Corbin,WSN,32,2022,713,0.17952314
605200,13183,Zach Davies,ARI,29,2022,570,0.17894737
675921,23252,Spencer Howard,TEX,25,2022,179,0.17877095
663436,21448,Davis Martin,CHW,25,2022,269,0.17843866
641771,14975,Chad Kuhl,COL,29,2022,617,0.17828201
425794,2233,Adam Wainwright,STL,40,2022,803,0.17808219
672851,22925,Joan Adon,WSN,23,2022,310,0.17741935
669952,19225,Mitch White,- - -,27,2022,440,0.17727273
676664,23429,JP Sears,- - -,26,2022,288,0.17708333
600921,14681,Andrés Machado,WSN,29,2022,261,0.17624521
489119,8779,Wade Miley,CHC,35,2022,159,0.17610063
668676,19979,Zach Plesac,CLE,27,2022,568,0.17605634
541640,10314,Erasmo Ramírez,WSN,32,2022,347,0.17579251
